step   ball_X    ball_Y    side
9     0    0        f
10     0    0        f
11     0    0        f
12     0    0        f
13     0    0        f
14     0    0        f
15     0    0        f
16     0    0        f
17     0    0        f
18     0    0        f
19     0    0        f
20     0    0        f
21     0    0        f
22     0    0        f
23     0    0        f
24     0    0        f
25     0    0        f
26     0    0        f
27     0    0        f
28     0    0        f
29     0    0        f
30     0    0        f
31     0    0        f
32     0    0        f
33     0    0        f
34     0    0        f
35     0    0        f
36     0    0        f
37     0    0        f
38     0    0        f
39     0    0        f
40     0    0        f
41     0    0        f
42     0    0        f
43     0    0        f
44     0    0        f
45     0    0        f
46     0    0        f
47     0    0        f
48     0    0        f
49     0    0        f
50     0    0        f
51     0    0        f
52     0    0        f
53     0    0        f
54     0    0        f
55     0    0        f
56     0    0        f
57     0    0        f
58     0    0        f
59     0    0        f
60     0    0        f
61     0    0        f
62     0    0        f
63     0    0        f
64     0    0        f
65     0    0        f
66     0    0        f
67     0    0        f
68     0    0        f
69     0    0        f
70     0    0        f
71     0    0        f
72     0    0        f
73     0    0        f
74     0    0        f
75     0    0        f
76     0    0        f
77     0    0        f
78     0    0        f
79     0    0        f
80     0    0        f
81     0    0        f
82     0    0        f
83     0    0        f
84     0    0        f
85     0    0        f
86     0    0        f
87     0    0        f
88     0    0        f
89     0    0        f
90     0    0        f
91     0    0        f
92     0    0        f
93     0    0        f
94     0    0        f
95     0    0        f
96     0    0        f
97     0    0        f
98     0    0        f
99     0    0        f
100     0    0        f
101     0    0        f
102     0    0        f
103     0    0        f
104     0    0        f
105     0    0        l
106     0    0        l
107     0    0        l
108     0    0        l
109     0    0        l
110     0    0        l
111     0    0        l
112     0    0        l
113     0    0        l
114     0    0        l
115     0    0        l
116     0    0        l
117     0    0        l
118     0    0        l
119     0    0        l
120     0    0        l
121     0    0        l
122     0    0        r
123     0    0        r
124     0    0        l
125     0    0        l
126     0    0        r
127     0    0        r
128     0    0        r
129     0    0        r
130     0    0        l
131     0    0        r
132     0    0        r
133     0    0        l
134     0    0        l
135     0    0        l
136     0    0        l
137     0    0        l
138     0    0        l
139     0    0        l
140     0    0        f
141     83    124        f
142     164    243        f
143     240    356        f
144     313    463        f
145     383    568        f
146     450    667        f
147     513    761        f
148     574    851        f
149     632    936        f
150     687    1019        f
151     740    1097        f
152     791    1172        f
153     839    1243        f
154     885    1312        f
155     928    1377        f
156     971    1439        f
157     1011    1498        f
158     1049    1555        f
159     1086    1609        f
160     1121    1661        f
161     1154    1711        f
162     1186    1757        f
163     1216    1803        f
164     1245    1846        f
165     1273    1888        f
166     1300    1927        f
167     1325    1964        f
168     1349    2000        f
169     1372    2035        f
170     1394    2068        f
171     1415    2099        f
172     1436    2129        f
